Student_id,Code_module,Assessment_score,Student_sum_click,Region,Highest_education,Student_final_result
2575119,FFF,13.5,214.0,Ireland,A Level or Equivalent,Fail
2581536,FFF,74.25,4796.0,North Western Region,A Level or Equivalent,Pass
2581654,FFF,74.5,1755.0,North Western Region,A Level or Equivalent,Pass
2583997,FFF,5.0,20.0,West Midlands Region,Lower Than A Level,Fail
2585330,FFF,61.0,4577.0,Scotland,HE Qualification,Pass
2589352,FFF,91.0,3274.0,Wales,Lower Than A Level,Pass
2595058,FFF,10.5,200.0,West Midlands Region,A Level or Equivalent,Fail
2604975,FFF,80.0,2820.0,Scotland,HE Qualification,Pass
2606636,FFF,90.5,9156.0,North Western Region,A Level or Equivalent,Distinction
2606890,FFF,82.5,3913.0,Yorkshire Region,A Level or Equivalent,Pass
2609955,FFF,10.0,126.0,Wales,HE Qualification,Fail
2616978,FFF,97.0,5037.0,South West Region,A Level or Equivalent,Distinction
2620930,FFF,92.75,2603.0,London Region,A Level or Equivalent,Distinction
2634654,FFF,14.5,248.0,London Region,A Level or Equivalent,Fail
2659650,FFF,78.25,6128.0,North Western Region,A Level or Equivalent,Pass
2661827,FFF,77.75,2773.0,East Anglian Region,Lower Than A Level,Pass
2666213,FFF,77.75,1463.0,North Western Region,HE Qualification,Pass
2666831,FFF,55.5,3997.0,North Western Region,HE Qualification,Pass
2674773,FFF,81.5,3220.0,East Anglian Region,HE Qualification,Pass
2681270,FFF,83.75,2585.0,South Region,A Level or Equivalent,Pass
2689210,FFF,43.75,6560.0,Yorkshire Region,Lower Than A Level,Pass
2697630,FFF,66.5,1109.0,East Midlands Region,HE Qualification,Pass
2697885,FFF,77.5,1986.0,South East Region,Lower Than A Level,Pass
31296,FFF,52.25,1280.0,East Midlands Region,Lower Than A Level,Fail
35796,FFF,10.25,602.0,Wales,A Level or Equivalent,Fail
40878,FFF,88.0,2455.0,North Western Region,Lower Than A Level,Distinction
42552,FFF,71.75,5079.0,East Anglian Region,A Level or Equivalent,Pass
43958,FFF,44.5,1098.0,Wales,A Level or Equivalent,Fail
45423,FFF,52.75,4383.0,South West Region,Lower Than A Level,Fail
47861,FFF,49.75,8757.0,South East Region,A Level or Equivalent,Pass
52275,FFF,4.75,91.0,London Region,No Formal quals,Fail
56637,FFF,91.75,5440.0,East Midlands Region,Lower Than A Level,Distinction
56667,FFF,49.0,853.0,Yorkshire Region,Lower Than A Level,Fail
58884,FFF,90.75,5248.0,South Region,A Level or Equivalent,Distinction
64427,FFF,84.5,5640.0,London Region,A Level or Equivalent,Distinction
71159,FFF,57.0,5236.0,North Region,Lower Than A Level,Pass
74165,FFF,81.5,1897.0,West Midlands Region,A Level or Equivalent,Pass
75107,FFF,93.5,5914.0,North Region,Lower Than A Level,Distinction
77692,FFF,80.25,2568.0,Wales,HE Qualification,Pass
77995,FFF,52.75,897.0,East Midlands Region,A Level or Equivalent,Pass
79610,FFF,85.25,2482.0,West Midlands Region,A Level or Equivalent,Pass
80438,FFF,46.75,5083.0,East Midlands Region,A Level or Equivalent,Pass
82201,FFF,16.25,2.0,London Region,Lower Than A Level,Fail
84604,FFF,88.5,7698.0,North Region,A Level or Equivalent,Distinction
87264,FFF,91.0,8480.0,South East Region,Lower Than A Level,Distinction
87322,FFF,57.0,1791.0,Wales,Lower Than A Level,Pass
94749,FFF,25.0,1845.0,Wales,Lower Than A Level,Fail
101217,FFF,8.5,385.0,London Region,A Level or Equivalent,Fail
102854,FFF,90.0,4400.0,South East Region,Lower Than A Level,Distinction
105939,FFF,77.0,2900.0,North Region,A Level or Equivalent,Pass
107455,FFF,73.25,1040.0,Ireland,HE Qualification,Fail
108949,FFF,59.25,105.0,North Western Region,Lower Than A Level,Fail
109577,FFF,50.75,3794.0,North Western Region,A Level or Equivalent,Pass
116529,FFF,42.5,89.0,West Midlands Region,Lower Than A Level,Fail
119310,FFF,77.5,2609.0,North Western Region,Lower Than A Level,Pass
119865,FFF,87.5,2527.0,South West Region,A Level or Equivalent,Distinction
125063,FFF,78.0,3676.0,London Region,Lower Than A Level,Fail
129907,FFF,89.0,4139.0,East Anglian Region,HE Qualification,Distinction
130409,FFF,49.75,1630.0,South East Region,Lower Than A Level,Pass
131597,FFF,48.5,3110.0,Scotland,A Level or Equivalent,Pass
132475,FFF,74.75,4300.0,Scotland,HE Qualification,Pass
135280,FFF,89.5,2412.0,North Region,Lower Than A Level,Distinction
136944,FFF,41.0,1152.0,Scotland,A Level or Equivalent,Pass
139206,FFF,87.0,4604.0,Wales,Lower Than A Level,Distinction
142310,FFF,76.5,2349.0,Scotland,A Level or Equivalent,Pass
143755,FFF,46.25,4529.0,East Midlands Region,Lower Than A Level,Pass
149178,FFF,66.0,2824.0,London Region,A Level or Equivalent,Pass
150282,FFF,81.75,1794.0,Ireland,A Level or Equivalent,Pass
152524,FFF,91.0,9671.0,West Midlands Region,A Level or Equivalent,Distinction
152917,FFF,87.0,7558.0,North Western Region,A Level or Equivalent,Distinction
155938,FFF,84.5,2735.0,South Region,A Level or Equivalent,Pass
159906,FFF,48.0,1267.0,East Midlands Region,Lower Than A Level,Pass
159947,FFF,69.25,2495.0,Wales,HE Qualification,Fail
164148,FFF,84.0,4129.0,North Region,A Level or Equivalent,Pass
166123,FFF,71.25,2912.0,East Anglian Region,Lower Than A Level,Pass
169596,FFF,36.25,1242.0,West Midlands Region,Lower Than A Level,Fail
170874,FFF,52.75,2126.0,North Region,A Level or Equivalent,Pass
172493,FFF,84.0,3671.0,North Region,A Level or Equivalent,Pass
177492,FFF,89.25,4409.0,West Midlands Region,HE Qualification,Distinction
184720,FFF,18.75,609.0,Wales,Lower Than A Level,Fail
185994,FFF,83.75,2766.0,East Anglian Region,A Level or Equivalent,Pass
194163,FFF,86.0,4332.0,Yorkshire Region,Lower Than A Level,Pass
195246,FFF,39.5,2138.0,West Midlands Region,Lower Than A Level,Fail
195552,FFF,96.0,5103.0,Yorkshire Region,A Level or Equivalent,Pass
197536,FFF,76.0,1756.0,Yorkshire Region,A Level or Equivalent,Pass
199009,FFF,79.0,2521.0,Scotland,Lower Than A Level,Pass
226955,FFF,59.75,2052.0,East Midlands Region,A Level or Equivalent,Fail
228633,FFF,81.5,2457.0,West Midlands Region,Lower Than A Level,Pass
229498,FFF,90.25,3854.0,Scotland,A Level or Equivalent,Pass
230947,FFF,9.5,132.0,North Western Region,Lower Than A Level,Fail
232173,FFF,68.0,4790.0,North Western Region,Lower Than A Level,Pass
234661,FFF,88.75,4168.0,South Region,Lower Than A Level,Pass
235768,FFF,60.75,2185.0,South West Region,A Level or Equivalent,Pass
235971,FFF,87.25,3305.0,West Midlands Region,A Level or Equivalent,Pass
236090,FFF,63.25,4044.0,East Anglian Region,Lower Than A Level,Fail
237891,FFF,72.0,2100.0,Scotland,A Level or Equivalent,Pass
249357,FFF,75.25,3147.0,North Region,Post Graduate Qualification,Pass
251166,FFF,71.5,4759.0,South West Region,A Level or Equivalent,Fail
253633,FFF,82.75,3203.0,South West Region,Lower Than A Level,Pass
253763,FFF,84.5,6473.0,Wales,A Level or Equivalent,Distinction
258245,FFF,65.0,2570.0,North Western Region,Lower Than A Level,Pass
258509,FFF,73.0,2715.0,Scotland,HE Qualification,Pass
258978,FFF,78.75,2269.0,South Region,A Level or Equivalent,Pass
262025,FFF,95.25,3119.0,Scotland,A Level or Equivalent,Pass
262394,FFF,58.0,1653.0,South Region,A Level or Equivalent,Fail
263862,FFF,89.5,2317.0,West Midlands Region,A Level or Equivalent,Distinction
265497,FFF,67.5,1701.0,North Western Region,HE Qualification,Pass
268823,FFF,11.0,175.0,Wales,No Formal quals,Fail
269584,FFF,59.0,1413.0,Scotland,A Level or Equivalent,Pass
270421,FFF,75.25,3592.0,West Midlands Region,A Level or Equivalent,Pass
276265,FFF,74.0,4082.0,Scotland,A Level or Equivalent,Pass
278380,FFF,66.5,3108.0,North Region,Lower Than A Level,Pass
279440,FFF,88.0,2874.0,Scotland,HE Qualification,Pass
279653,FFF,87.5,4664.0,South Region,HE Qualification,Distinction
281134,FFF,83.0,4141.0,Scotland,A Level or Equivalent,Pass
282849,FFF,81.25,5243.0,North Western Region,A Level or Equivalent,Pass
283402,FFF,90.0,5305.0,London Region,HE Qualification,Pass
286778,FFF,87.25,2986.0,Wales,A Level or Equivalent,Distinction
287079,FFF,47.5,2973.0,London Region,HE Qualification,Fail
287258,FFF,83.0,3905.0,Scotland,A Level or Equivalent,Pass
289247,FFF,87.0,2693.0,South Region,HE Qualification,Distinction
294112,FFF,20.25,3154.0,Scotland,A Level or Equivalent,Fail
294219,FFF,93.0,4941.0,North Western Region,A Level or Equivalent,Distinction
294929,FFF,51.0,3665.0,North Western Region,A Level or Equivalent,Pass
295893,FFF,5.75,118.0,East Midlands Region,A Level or Equivalent,Fail
297218,FFF,75.75,2113.0,Yorkshire Region,A Level or Equivalent,Pass
297341,FFF,68.75,2844.0,East Midlands Region,A Level or Equivalent,Pass
301074,FFF,86.25,2913.0,South Region,Lower Than A Level,Pass
305064,FFF,91.0,5355.0,South Region,Lower Than A Level,Pass
305659,FFF,87.75,1701.0,South East Region,A Level or Equivalent,Distinction
310205,FFF,68.75,3104.0,South West Region,Lower Than A Level,Fail
312231,FFF,88.0,1052.0,East Midlands Region,HE Qualification,Pass
312960,FFF,43.5,1257.0,East Anglian Region,HE Qualification,Pass
315795,FFF,42.75,1541.0,South Region,Lower Than A Level,Pass
316082,FFF,85.75,1839.0,East Anglian Region,A Level or Equivalent,Distinction
318147,FFF,69.5,5247.0,East Anglian Region,Lower Than A Level,Pass
319073,FFF,73.25,3191.0,Ireland,A Level or Equivalent,Pass
320133,FFF,89.0,7494.0,South Region,A Level or Equivalent,Distinction
320612,FFF,84.75,5348.0,East Midlands Region,HE Qualification,Distinction
324331,FFF,22.5,101.0,North Western Region,Lower Than A Level,Fail
325750,FFF,64.5,1106.0,Scotland,HE Qualification,Pass
328797,FFF,47.0,1147.0,Scotland,HE Qualification,Fail
329895,FFF,60.0,1014.0,East Anglian Region,A Level or Equivalent,Pass
331789,FFF,73.5,4126.0,South East Region,Lower Than A Level,Pass
332237,FFF,19.0,25.0,South Region,HE Qualification,Fail
333993,FFF,79.0,2813.0,North Western Region,A Level or Equivalent,Pass
335095,FFF,63.75,2704.0,South West Region,A Level or Equivalent,Pass
337000,FFF,73.5,3794.0,South West Region,Lower Than A Level,Pass
338689,FFF,82.75,1546.0,West Midlands Region,HE Qualification,Pass
338806,FFF,52.75,1376.0,North Region,Lower Than A Level,Pass
339519,FFF,60.5,3759.0,South East Region,Lower Than A Level,Pass
341093,FFF,8.75,263.0,South West Region,A Level or Equivalent,Fail
341629,FFF,80.75,2677.0,Wales,HE Qualification,Fail
343709,FFF,51.25,1097.0,North Western Region,Lower Than A Level,Pass
345271,FFF,92.0,9682.0,North Region,A Level or Equivalent,Distinction
347197,FFF,92.75,4458.0,North Western Region,Lower Than A Level,Distinction
348108,FFF,77.25,2245.0,Scotland,A Level or Equivalent,Pass
348324,FFF,74.5,1371.0,South West Region,Lower Than A Level,Pass
349515,FFF,49.75,2024.0,South Region,Lower Than A Level,Pass
351147,FFF,86.0,3358.0,Scotland,HE Qualification,Pass
354698,FFF,57.5,1608.0,North Region,Lower Than A Level,Pass
355293,FFF,43.25,1262.0,East Midlands Region,Lower Than A Level,Pass
364066,FFF,91.75,6033.0,London Region,Lower Than A Level,Distinction
366140,FFF,84.25,5566.0,Yorkshire Region,Lower Than A Level,Pass
369242,FFF,74.75,2744.0,South East Region,A Level or Equivalent,Pass
369450,FFF,74.0,5209.0,South East Region,Lower Than A Level,Pass
370735,FFF,79.5,2880.0,South Region,Lower Than A Level,Pass
372345,FFF,62.25,2163.0,South West Region,A Level or Equivalent,Pass
372509,FFF,72.5,1544.0,South Region,A Level or Equivalent,Pass
372511,FFF,78.25,1258.0,North Region,HE Qualification,Pass
375527,FFF,54.25,1508.0,South Region,A Level or Equivalent,Pass
378705,FFF,21.75,917.0,Yorkshire Region,Lower Than A Level,Fail
378946,FFF,83.75,7878.0,South East Region,Lower Than A Level,Pass
379278,FFF,37.0,3896.0,Scotland,HE Qualification,Fail
379311,FFF,18.75,670.0,South East Region,Lower Than A Level,Fail
380952,FFF,53.5,1508.0,South East Region,Lower Than A Level,Pass
381257,FFF,83.5,4700.0,Scotland,A Level or Equivalent,Pass
381414,FFF,75.5,1068.0,South East Region,Lower Than A Level,Pass
383445,FFF,30.75,408.0,North Western Region,A Level or Equivalent,Fail
383602,FFF,90.0,4612.0,South Region,Lower Than A Level,Pass
383629,FFF,68.75,3504.0,West Midlands Region,Lower Than A Level,Pass
384107,FFF,40.75,2057.0,Yorkshire Region,Lower Than A Level,Fail
386389,FFF,81.5,2652.0,North Region,Lower Than A Level,Pass
390070,FFF,82.75,1241.0,North Region,A Level or Equivalent,Fail
393141,FFF,15.0,972.0,East Midlands Region,Lower Than A Level,Fail
396683,FFF,61.5,3207.0,Scotland,HE Qualification,Pass
396834,FFF,57.25,1350.0,South East Region,A Level or Equivalent,Pass
396907,FFF,37.75,3093.0,London Region,Lower Than A Level,Fail
397219,FFF,85.5,7908.0,Scotland,HE Qualification,Distinction
397292,FFF,11.75,485.0,North Western Region,Lower Than A Level,Fail
397671,FFF,96.75,4607.0,East Anglian Region,Lower Than A Level,Distinction
398550,FFF,95.0,2092.0,West Midlands Region,A Level or Equivalent,Distinction
398630,FFF,46.75,1816.0,East Anglian Region,Lower Than A Level,Pass
399429,FFF,87.5,4568.0,East Midlands Region,A Level or Equivalent,Distinction
402695,FFF,83.0,2148.0,East Midlands Region,Lower Than A Level,Pass
405193,FFF,95.25,6153.0,East Midlands Region,A Level or Equivalent,Pass
407232,FFF,82.25,8363.0,Ireland,A Level or Equivalent,Pass
410407,FFF,91.25,6389.0,South Region,HE Qualification,Distinction
410883,FFF,71.75,1853.0,South West Region,Lower Than A Level,Pass
411304,FFF,40.5,2628.0,West Midlands Region,A Level or Equivalent,Pass
412353,FFF,93.0,7075.0,West Midlands Region,A Level or Equivalent,Pass
413180,FFF,74.75,2395.0,London Region,A Level or Equivalent,Pass
413709,FFF,86.0,2449.0,Ireland,A Level or Equivalent,Pass
413949,FFF,71.0,4607.0,Scotland,Lower Than A Level,Pass
416199,FFF,80.25,4793.0,West Midlands Region,Lower Than A Level,Pass
416407,FFF,80.0,3022.0,North Region,Lower Than A Level,Pass
418201,FFF,39.5,2558.0,West Midlands Region,A Level or Equivalent,Fail
419059,FFF,87.25,4353.0,West Midlands Region,Lower Than A Level,Distinction
419081,FFF,15.75,661.0,North Western Region,A Level or Equivalent,Fail
423210,FFF,76.0,2694.0,Scotland,A Level or Equivalent,Pass
423488,FFF,57.0,2327.0,Wales,Lower Than A Level,Fail
423781,FFF,72.5,2854.0,South West Region,A Level or Equivalent,Pass
427256,FFF,77.5,4012.0,South Region,Post Graduate Qualification,Pass
429832,FFF,43.0,885.0,Ireland,HE Qualification,Fail
431139,FFF,79.75,2339.0,North Region,Lower Than A Level,Pass
434476,FFF,82.5,15829.0,London Region,A Level or Equivalent,Pass
438063,FFF,16.0,471.0,Wales,A Level or Equivalent,Fail
438644,FFF,16.0,277.0,North Region,A Level or Equivalent,Fail
439950,FFF,38.0,989.0,Ireland,Lower Than A Level,Fail
439995,FFF,67.0,2757.0,East Anglian Region,A Level or Equivalent,Pass
440818,FFF,79.25,6574.0,Scotland,Lower Than A Level,Pass
441165,FFF,54.0,2370.0,South Region,A Level or Equivalent,Pass
441421,FFF,34.0,898.0,South West Region,Lower Than A Level,Fail
442199,FFF,44.0,1441.0,East Anglian Region,Lower Than A Level,Pass
442563,FFF,86.5,2378.0,North Region,A Level or Equivalent,Pass
442802,FFF,88.75,3707.0,South West Region,A Level or Equivalent,Pass
443151,FFF,83.5,2525.0,East Anglian Region,Lower Than A Level,Pass
443514,FFF,78.0,3138.0,Ireland,HE Qualification,Pass
443696,FFF,55.0,2857.0,London Region,A Level or Equivalent,Fail
444011,FFF,83.75,1744.0,East Anglian Region,A Level or Equivalent,Pass
444619,FFF,85.0,6214.0,South Region,A Level or Equivalent,Pass
444907,FFF,83.5,2678.0,East Midlands Region,A Level or Equivalent,Pass
445686,FFF,66.75,1581.0,Ireland,A Level or Equivalent,Pass
465121,FFF,64.5,1570.0,Wales,A Level or Equivalent,Fail
465294,FFF,75.0,2886.0,South Region,A Level or Equivalent,Pass
466120,FFF,55.0,1360.0,East Anglian Region,Lower Than A Level,Fail
466987,FFF,77.0,3810.0,North Region,Lower Than A Level,Pass
467363,FFF,54.5,1712.0,Ireland,A Level or Equivalent,Fail
469499,FFF,80.25,7421.0,North Region,A Level or Equivalent,Pass
471284,FFF,52.25,2810.0,Yorkshire Region,Lower Than A Level,Fail
474667,FFF,76.75,3170.0,London Region,Lower Than A Level,Pass
475015,FFF,76.0,3119.0,Wales,A Level or Equivalent,Pass
476401,FFF,62.25,9032.0,Ireland,A Level or Equivalent,Pass
476629,FFF,56.0,2958.0,Wales,Lower Than A Level,Pass
477833,FFF,62.0,4883.0,London Region,Lower Than A Level,Fail
479939,FFF,66.75,9534.0,North Region,No Formal quals,Pass
480303,FFF,16.25,1286.0,Wales,Lower Than A Level,Fail
481717,FFF,82.25,4898.0,North Western Region,A Level or Equivalent,Pass
482644,FFF,92.25,3235.0,London Region,HE Qualification,Pass
483037,FFF,62.5,3860.0,London Region,No Formal quals,Pass
484010,FFF,60.75,1873.0,East Anglian Region,A Level or Equivalent,Fail
484594,FFF,64.5,9128.0,South West Region,A Level or Equivalent,Pass
485228,FFF,55.5,3688.0,Scotland,Lower Than A Level,Fail
486087,FFF,86.25,2533.0,Yorkshire Region,A Level or Equivalent,Distinction
486964,FFF,80.25,1137.0,Scotland,Lower Than A Level,Pass
488525,FFF,73.25,2072.0,North Region,A Level or Equivalent,Pass
489553,FFF,24.75,1082.0,West Midlands Region,HE Qualification,Fail
490297,FFF,8.25,191.0,Scotland,Lower Than A Level,Fail
491126,FFF,92.0,3153.0,West Midlands Region,A Level or Equivalent,Pass
491863,FFF,81.5,1797.0,North Western Region,Lower Than A Level,Pass
492024,FFF,69.0,3074.0,Scotland,Lower Than A Level,Pass
493793,FFF,78.5,2477.0,South Region,A Level or Equivalent,Pass
494046,FFF,56.0,3014.0,Yorkshire Region,Lower Than A Level,Pass
494184,FFF,70.0,2367.0,Ireland,Lower Than A Level,Pass
497415,FFF,78.0,4130.0,Ireland,A Level or Equivalent,Pass
498442,FFF,90.0,6615.0,Ireland,A Level or Equivalent,Distinction
499404,FFF,77.0,6171.0,North Western Region,A Level or Equivalent,Pass
500068,FFF,85.0,4429.0,West Midlands Region,Lower Than A Level,Pass
500618,FFF,82.5,1772.0,East Anglian Region,A Level or Equivalent,Pass
501444,FFF,86.25,3555.0,South Region,Lower Than A Level,Distinction
502011,FFF,72.0,3577.0,East Midlands Region,Lower Than A Level,Pass
504270,FFF,12.75,122.0,North Region,A Level or Equivalent,Fail
505773,FFF,84.5,6635.0,Scotland,HE Qualification,Distinction
506705,FFF,78.5,2246.0,South West Region,A Level or Equivalent,Pass
507311,FFF,8.25,325.0,South East Region,Lower Than A Level,Fail
507743,FFF,77.5,5004.0,South East Region,A Level or Equivalent,Pass
507935,FFF,90.75,5829.0,South East Region,A Level or Equivalent,Distinction
508626,FFF,75.0,9143.0,London Region,Lower Than A Level,Pass
509536,FFF,74.75,5407.0,East Midlands Region,Lower Than A Level,Pass
511309,FFF,60.0,1852.0,Wales,A Level or Equivalent,Pass
511350,FFF,19.0,284.0,Yorkshire Region,Lower Than A Level,Fail
511981,FFF,47.0,2514.0,South East Region,Lower Than A Level,Pass
513272,FFF,15.0,239.0,North Western Region,Lower Than A Level,Fail
513422,FFF,76.0,2074.0,South East Region,A Level or Equivalent,Pass
513428,FFF,92.0,2183.0,Wales,A Level or Equivalent,Pass
514078,FFF,63.25,4537.0,North Western Region,Lower Than A Level,Pass
514556,FFF,31.5,1426.0,East Midlands Region,A Level or Equivalent,Fail
516602,FFF,85.5,1316.0,North Region,HE Qualification,Distinction
517551,FFF,59.75,2170.0,North Region,A Level or Equivalent,Pass
519115,FFF,68.0,2115.0,North Western Region,Lower Than A Level,Fail
521115,FFF,83.25,3572.0,North Western Region,HE Qualification,Pass
521153,FFF,19.75,188.0,Wales,Lower Than A Level,Fail
521255,FFF,53.5,755.0,London Region,Lower Than A Level,Fail
522082,FFF,69.75,2446.0,North Western Region,A Level or Equivalent,Pass
523017,FFF,73.75,2912.0,London Region,No Formal quals,Pass
523249,FFF,85.0,2745.0,West Midlands Region,Lower Than A Level,Pass
526721,FFF,97.5,4576.0,West Midlands Region,A Level or Equivalent,Distinction
526819,FFF,47.5,2731.0,London Region,A Level or Equivalent,Fail
529693,FFF,72.0,3738.0,Scotland,Lower Than A Level,Pass
529991,FFF,46.0,2344.0,South Region,Lower Than A Level,Pass
531018,FFF,88.5,4593.0,Scotland,HE Qualification,Distinction
531871,FFF,74.25,2118.0,Wales,HE Qualification,Pass
532254,FFF,83.0,4016.0,North Western Region,A Level or Equivalent,Pass
533418,FFF,88.0,4263.0,West Midlands Region,A Level or Equivalent,Distinction
534457,FFF,61.75,2312.0,Scotland,HE Qualification,Pass
535671,FFF,82.25,2332.0,Scotland,HE Qualification,Pass
536351,FFF,83.0,2666.0,South East Region,Lower Than A Level,Pass
536475,FFF,78.75,2210.0,Wales,HE Qualification,Fail
536963,FFF,88.0,3389.0,South Region,A Level or Equivalent,Pass
537322,FFF,74.5,4016.0,Scotland,A Level or Equivalent,Pass
537606,FFF,18.5,803.0,London Region,A Level or Equivalent,Fail
537811,FFF,97.5,18751.0,East Midlands Region,A Level or Equivalent,Distinction
539308,FFF,50.0,2190.0,South Region,A Level or Equivalent,Fail
539945,FFF,84.25,3715.0,South Region,A Level or Equivalent,Pass
540723,FFF,62.25,7400.0,West Midlands Region,Lower Than A Level,Pass
541921,FFF,79.5,4932.0,South East Region,HE Qualification,Pass
542202,FFF,76.25,4278.0,West Midlands Region,A Level or Equivalent,Pass
543010,FFF,49.0,4782.0,East Anglian Region,HE Qualification,Fail
544141,FFF,11.75,1151.0,Ireland,A Level or Equivalent,Fail
544745,FFF,60.0,2076.0,South Region,A Level or Equivalent,Fail
545164,FFF,70.0,3060.0,South East Region,Lower Than A Level,Pass
545962,FFF,70.5,4494.0,East Anglian Region,HE Qualification,Pass
546547,FFF,69.25,4894.0,Scotland,Lower Than A Level,Pass
546645,FFF,78.75,3403.0,Wales,Lower Than A Level,Pass
547347,FFF,74.5,1765.0,London Region,A Level or Equivalent,Pass
549219,FFF,83.5,4043.0,East Midlands Region,A Level or Equivalent,Pass
549321,FFF,88.75,3040.0,North Western Region,HE Qualification,Distinction
549523,FFF,18.5,2346.0,Ireland,A Level or Equivalent,Fail
549847,FFF,76.75,5034.0,South East Region,Lower Than A Level,Pass
550420,FFF,88.75,3884.0,North Region,A Level or Equivalent,Distinction
550703,FFF,89.75,6205.0,South Region,A Level or Equivalent,Distinction
552173,FFF,59.5,5964.0,Scotland,Lower Than A Level,Pass
553031,FFF,83.75,4217.0,South Region,A Level or Equivalent,Pass
553284,FFF,91.75,5283.0,East Midlands Region,Lower Than A Level,Pass
553813,FFF,62.75,1951.0,West Midlands Region,Lower Than A Level,Pass
554063,FFF,96.0,3812.0,Wales,A Level or Equivalent,Distinction
554525,FFF,65.0,3690.0,South West Region,A Level or Equivalent,Pass
555049,FFF,87.25,5280.0,South Region,Lower Than A Level,Distinction
555827,FFF,38.75,333.0,Yorkshire Region,Lower Than A Level,Fail
556126,FFF,75.5,2798.0,London Region,A Level or Equivalent,Pass
557085,FFF,89.0,7752.0,Yorkshire Region,Lower Than A Level,Distinction
557290,FFF,68.75,3124.0,South East Region,Lower Than A Level,Pass
557830,FFF,10.75,946.0,North Western Region,A Level or Equivalent,Fail
558044,FFF,94.0,3346.0,North Region,Lower Than A Level,Distinction
558342,FFF,14.5,385.0,Yorkshire Region,Lower Than A Level,Fail
558764,FFF,82.75,3750.0,East Midlands Region,Lower Than A Level,Pass
560047,FFF,82.5,3593.0,East Anglian Region,A Level or Equivalent,Pass
560645,FFF,84.0,5065.0,Scotland,HE Qualification,Pass
561231,FFF,79.75,4532.0,North Western Region,Lower Than A Level,Pass
562064,FFF,46.25,1761.0,North Western Region,A Level or Equivalent,Pass
562754,FFF,58.0,2100.0,East Anglian Region,A Level or Equivalent,Pass
562990,FFF,45.5,1800.0,East Anglian Region,A Level or Equivalent,Pass
563108,FFF,87.0,1327.0,East Anglian Region,Lower Than A Level,Pass
563414,FFF,78.75,5896.0,East Midlands Region,Lower Than A Level,Pass
564243,FFF,77.75,8079.0,North Western Region,Lower Than A Level,Pass
564617,FFF,71.5,6139.0,East Anglian Region,Lower Than A Level,Fail
564770,FFF,20.25,286.0,South West Region,Lower Than A Level,Fail
564933,FFF,90.0,2374.0,East Anglian Region,A Level or Equivalent,Distinction
565017,FFF,74.0,7372.0,South Region,Lower Than A Level,Pass
566823,FFF,18.0,343.0,London Region,A Level or Equivalent,Fail
568987,FFF,36.75,450.0,South Region,A Level or Equivalent,Fail
569034,FFF,82.5,9783.0,North Western Region,Lower Than A Level,Pass
569080,FFF,80.5,5033.0,London Region,A Level or Equivalent,Pass
569108,FFF,85.75,4590.0,South East Region,A Level or Equivalent,Distinction
569876,FFF,78.0,6245.0,North Region,HE Qualification,Pass
570004,FFF,35.5,732.0,East Anglian Region,Lower Than A Level,Fail
570213,FFF,49.25,3589.0,South Region,A Level or Equivalent,Fail
570280,FFF,38.75,7.0,Ireland,A Level or Equivalent,Fail
570689,FFF,35.5,210.0,East Midlands Region,A Level or Equivalent,Fail
571074,FFF,90.0,5171.0,South East Region,A Level or Equivalent,Distinction
572071,FFF,9.75,159.0,East Midlands Region,Lower Than A Level,Fail
572074,FFF,41.0,4720.0,South West Region,A Level or Equivalent,Pass
572213,FFF,84.75,2646.0,East Anglian Region,HE Qualification,Distinction
572265,FFF,12.5,179.0,London Region,A Level or Equivalent,Fail
573583,FFF,66.5,2388.0,Scotland,Lower Than A Level,Pass
574527,FFF,60.5,6506.0,London Region,Lower Than A Level,Fail
575069,FFF,72.0,3280.0,East Anglian Region,Lower Than A Level,Pass
575112,FFF,86.25,3501.0,Yorkshire Region,A Level or Equivalent,Pass
575302,FFF,84.0,7769.0,North Region,Lower Than A Level,Pass
575685,FFF,17.25,258.0,London Region,A Level or Equivalent,Fail
577032,FFF,53.75,914.0,South East Region,Lower Than A Level,Fail
577429,FFF,43.5,2539.0,Scotland,HE Qualification,Fail
577533,FFF,78.0,1392.0,East Midlands Region,A Level or Equivalent,Pass
578152,FFF,68.0,2737.0,Wales,Lower Than A Level,Pass
578847,FFF,84.75,3653.0,Ireland,A Level or Equivalent,Distinction
579660,FFF,83.5,2119.0,London Region,Lower Than A Level,Pass
579686,FFF,71.75,3154.0,Wales,A Level or Equivalent,Pass
580459,FFF,81.0,3397.0,North Region,A Level or Equivalent,Pass
580834,FFF,89.0,8108.0,East Anglian Region,Lower Than A Level,Distinction
580845,FFF,78.25,5252.0,Scotland,HE Qualification,Pass
580926,FFF,26.5,373.0,North Western Region,Lower Than A Level,Fail
581219,FFF,11.5,358.0,North Western Region,Lower Than A Level,Fail
581253,FFF,48.25,6269.0,West Midlands Region,Lower Than A Level,Pass
581659,FFF,84.75,8332.0,South Region,Lower Than A Level,Distinction
581779,FFF,80.5,3001.0,Scotland,A Level or Equivalent,Pass
582117,FFF,84.5,2188.0,South West Region,Lower Than A Level,Pass
582266,FFF,19.0,719.0,South West Region,Lower Than A Level,Fail
582332,FFF,91.75,4592.0,Scotland,Post Graduate Qualification,Distinction
582530,FFF,15.75,665.0,North Western Region,HE Qualification,Fail
582653,FFF,78.75,1086.0,South Region,A Level or Equivalent,Pass
